#name	peak2d_x	peak2d_y	proj_x	proj_y
#name	peak2d_x	peak2d_y	proj_x	proj_y
	b(2d)=0	f(2d)=0	b(proj)=0	f(proj)=0
192Os_0M	6137.82	3363.41	6129.64	3362
