0.513554297977   0.548709566541   0.520549861947   0.516304106814   1.18362021595   0.512378154427   0.509582195939   0.4735357769 
0.506892854191   0.508331667322   0.507339749476   0.511198181727   0.498625502747   0.492612940761   0.49005165736   1.0   
0.487561025049   0.495472417252   1.0   		   0.475306868053   0.477470672005   0.616381363921   0.484551338941  1.28931011775
0.473085063723   0.556933020536   1.0	  			0.485755341388  0.527795117051   0.593318557782   0.924814873058	0

-11.2523854504   -7.30562487457   -15.9044168278   -11.4817053661   -12.0183990898   -11.6791654872   -9.90897085989   -16.0278126227   
1.93799464028   -12.2212952704   -13.6224633693   -2.57962345494   -20.0206799008   -2.05631329889   -8.51728233946   1449.02179559   
-10.622793655   -11.8815956935   1449.02179559   -1.26588426641   -0.619267742665   2.42910371394   -5.87460541056   -1.00855927989   
-10.2298946722   -9.03063005425   1449.02179559   -4.38246920442   -0.789586960696   2.39818800176   -1.19760373511		0

0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0


0	0	0	0	0	0	0	0


0	0	0	0
